source_id,ref_epoch,ra,dec,ra_error,dec_error,ra_dec_corr,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,has_epoch_rv,ipd_frac_multi_peak,ipd_gof_harmonic_amplitude,astrometric_chi2_al,astrometric_n_good_obs_al,ruwe,duplicated_source,mass
66799768088857856,2016.0,56.52886446572594,24.562605127900447,0.016426908,0.010414129,0.009275136,7.375676434135071,0.016680803,19.40326285830028,0.02380375,-46.97160287418177,0.013827605,12.692504,13.357429,11.910682,1.4467468,6.4445233,1.8583473,False,0,0.027212327,237.75429,164,1.0467386,False,0.747
65223618172733952,2016.0,56.664208814994886,24.029479832481183,0.012181222,0.009287509,0.16402538,7.316839029051112,0.01424549,20.265107296934566,0.015368688,-46.22769834800418,0.011555679,11.957084,12.480111,11.278872,1.2012396,4.9527726,0.94593006,False,0,0.011300004,416.20523,264,0.92620397,False,0.855
66800592725851776,2016.0,56.54907922003248,24.622119094596144,0.019363439,0.013036827,0.048621107,7.550076412992421,0.02076642,21.19521619118576,0.027433112,-44.69592411866067,0.018441977,11.405896,11.852175,10.798162,1.0540123,6.0422716,0.7118903,False,0,0.0827436,514.6586,185,1.2001574,False,0.932
65224442806459008,2016.0,56.553722556107694,24.05417116891673,0.014954698,0.0125036705,0.058228705,7.3324984757352,0.01875288,22.067799911606254,0.021627981,-46.12808704052617,0.016697275,13.603668,14.4831,12.671939,1.811161,20.048647,3.6676793,False,0,0.025853783,246.65341,253,1.0267986,False,0.614
66801623514684416,2016.0,56.54130256139035,24.673394039869997,0.03695707,0.023358995,0.046990976,7.375605230542337,0.040048365,20.49684982104614,0.04969894,-47.16133689112058,0.030343957,14.265003,15.4526825,13.068843,2.3838396,,,False,8,0.031295147,395.1087,163,1.6221106,False,0.5
65225611037551360,2016.0,56.663989544588695,24.10299456629025,0.017479047,0.015164193,0.32868713,7.360921813307845,0.020525496,20.529234552319263,0.024284527,-46.94187273360423,0.019191343,9.199545,9.431398,8.808819,0.6225796,5.7048016,0.31913814,False,0,0.019384373,486.79367,229,1.0005049,False,1.434
66802276352348416,2016.0,56.30003774761142,24.585988634934,0.020572707,0.012988208,-0.20587067,7.521436338801172,0.020496517,20.809393414603463,0.03309192,-44.70206664623241,0.017603824,13.399992,14.216869,12.512312,1.7045574,7.7507706,2.3749604,False,0,0.078928,192.28569,177,1.0836426,False,0.656
66802654309459712,2016.0,56.41749644530271,24.627032659213327,0.047016688,0.027180444,0.051332973,7.771671045232611,0.048961844,17.796128684531855,0.062789634,-43.097689439060325,0.035419986,9.593008,9.87635,9.140193,0.7361574,,,False,0,0.023537705,1747.3253,182,2.1700711,False,1.279
65226401312036864,2016.0,56.630027443508745,24.11714094376496,0.11146295,0.093255624,0.19436091,7.393074300074635,0.1385005,18.379558739104738,0.15892957,-45.25195585383639,0.12057811,13.536427,14.3698225,12.522509,1.8473139,8.045543,3.8330421,False,50,0.019013701,16325.213,263,7.650714,False,0.6
65229734206151680,2016.0,56.60587308902596,24.159918691152065,0.06378814,0.04962612,0.1475925,7.190575194590559,0.0736292,16.920655845873043,0.08905836,-48.01460687758252,0.06681792,14.781489,16.170414,13.6200485,2.5503654,0.93896484,7.4761047,False,1,0.01666774,1702.944,256,2.6216292,False,0.45
66808220587759104,2016.0,56.619370547231206,24.75879046514577,0.027429704,0.020696433,0.12988177,7.300009059416653,0.030375024,20.4865665870412,0.035791375,-46.516538720071175,0.027392542,13.698108,14.605712,12.758081,1.8476305,3.4574795,5.1842694,False,0,0.07379077,675.5241,225,1.0965658,False,0.6
65230764996027776,2016.0,56.56677710161743,24.189728475046618,0.030415013,0.021396808,0.054879665,7.399226753718945,0.032742243,19.60554501391406,0.039749216,-43.75937028293768,0.027051663,8.228746,8.105177,7.6610856,0.44409132,,,False,7,0.029730795,1269.9646,292,1.2529333,False,1.568
65230764998207232,2016.0,56.566787224157245,24.189434810498856,0.03897098,0.025160037,-0.2126879,7.39543822777499,0.04475741,20.755873830415958,0.048889156,-50.03176368981576,0.03338446,9.408872,8.081759,7.6784315,0.40332794,17.248915,22.786419,False,2,0.021708645,1528.8219,193,1.4792432,False,1.663
66808869124393600,2016.0,56.65748307121974,24.747477728499646,0.013928313,0.010239881,0.113244615,7.632741644567266,0.015386245,20.422639395318274,0.01794227,-47.62659983841286,0.0128416065,11.587448,12.0581045,10.955926,1.1021786,4.8971567,0.806183,False,0,0.09975466,370.09454,205,0.80998343,False,0.893
66809491897360896,2016.0,56.728918631435576,24.796134519995736,0.016384246,0.011419235,-0.06732366,7.406586641921977,0.01864788,19.30065031090105,0.020284966,-46.34158408595681,0.014834507,10.408444,10.741416,9.907416,0.83399963,5.6951537,0.5164656,False,0,0.013561467,686.9639,253,1.0771662,False,1.163
65231486552803328,2016.0,56.61376023966258,24.25480032903545,0.028302277,0.02007693,-0.029175688,7.345983258822864,0.029391356,20.45035056432713,0.040488202,-44.64674558353142,0.027193671,7.352819,7.3912015,7.2568383,0.13436317,3.135401,0.6191416,False,0,0.022768209,1325.5258,250,1.0897243,True,2.098
